,Title,Content,Abbreviation,date,Company_Name,titel_Sentiment,Content_Sentiment
66,Australia's Golden Goose unruffled as China crises come and go,"SYDNEY (Reuters) -For Australia, China has become the Golden Goose that's always about to stop laying.  For more than three decades now, barely a year has passed where a China crisis was not just around the corner, certain to shut down the rivers of gold flowing into Australia's trade coffers.  The latest scares have come in the form of a collapse in China's stock markets and a failure of developer China Evergrande and what it might mean for the property sector, a backbone of China's economy.",3333.HK,2024-02-05,China Evergrande Group,1,1
67,China’s Real Estate Crash Threatens Commodity Supplies and Suppliers,"The liquidation of Evergrande, a debt-ridden Chinese property giant, has raised concerns about China's economic stability, potential lending crunch, and its impact on global metal markets and suppliers.",3333.HK,2024-02-04,China Evergrande Group,1,1
68,Creditor Battles Are Hobbling Risky Debt: Credit Weekly,"(Bloomberg) -- Bond investors are fighting Incora, an aerospace parts supplier, as it tries to emerge from bankruptcy, and their battle illustrates why high-yield debt investors have been suffering such significant losses in this credit cycle. Most Read from BloombergPowell Tells ‘60 Minutes’ Fed Is Wary of Cutting Rates Too SoonMusk Took Drugs With Some Tesla Board Members, WSJ SaysWorld Cup 2026 Final Goes to NYC in Victory Over Dallas, LARed Sea Danger Is Spurring Global Oil Buyers to Go Loca",3333.HK,2024-02-03,China Evergrande Group,0,-1
69,"Liquidation of China's Evergrande has 'a lot of similarities' to Lehman Brothers, analyst says",A Hong Kong court on Monday ordered Chinese real estate developer Evergrande Group — the world's most heavily indebted property developer — to liquidate its assets.,3333.HK,2024-02-03,China Evergrande Group,0,0
70,Hong Kong luxury property owners turn to high-interest private loans for relief from liquidity pain,"On a road that winds through Hong Kong's posh Repulse Bay neighbourhood, a multistorey luxury residential building with Roman columns and sweeping views of the South China Sea has been put forward as collateral for a loan, before construction is even finished. The loan was taken out by Luk Sin-fong, who owns 39 South Bay Road and whose husband is Chen Zhoulin, chairman of distressed Chinese developer Agile Group Holdings, according to a source familiar with the matter. Although the amount is unk",3333.HK,2024-02-03,China Evergrande Group,0,1
71,Emerging-Market Currencies Tumble After Hot US Jobs Data,"(Bloomberg) -- Emerging-market currencies slumped Friday as a blowout US jobs report stoked concern that the Federal Reserve will delay rate cuts beyond March and possibly May. The Turkish lira slid late in the day after the central bank chief resigned.Most Read from BloombergStock Market’s ‘Rah-Rah Mob’ Confronts February’s Weak RecordMusk Took Drugs With Some Tesla Board Members, WSJ SaysBiden Swipes at Trump’s Personality in ‘Weirdest Campaign’ YetRed Sea Danger Is Spurring Global Oil Buyers",3333.HK,2024-02-02,China Evergrande Group,1,-1
72,Evergrande EV unit suspends talks with Dubai's NWTN on redrafting deal,"In August, the electric vehicle unit of China Evergrande had agreed to issue 6.18 billion new shares to NWTN to support its parent's restructuring plan.  If the transaction had been completed, NWTN would have held a 27.50% stake in NEV, while China Evergrande's interest would have been diluted to 46.86%.  NEV said if it decides to proceed with the subscription deal with NWTN, the parties will renegotiate the amendments to certain key terms.",3333.HK,2024-02-02,China Evergrande Group,0,1
73,UPDATE 1-Evergrande EV unit suspends talks with Dubai's NWTN on redrafting deal,"China Evergrande New Energy Vehicle (NEV) said on Friday it has suspended negotiations on amendments to the terms of a HK$3.89-billion ($497.42 million) share subscription agreement with Dubai-based mobility firm NWTN .  In August, the electric vehicle unit of China Evergrande had agreed to issue 6.18 billion new shares to NWTN to support its parent's restructuring plan.  If the transaction had been completed, NWTN would have held a 27.50% stake in NEV, while China Evergrande's interest would have been diluted to 46.86%.",3333.HK,2024-02-02,China Evergrande Group,0,1
74,Uneven path to finish Evergrande's abandoned housing in Chinese city,"In the heart of the northern Chinese city of Shijiazhuang, a fence displaying the slogan ""Happy Every Day"" hides an unfinished apartment complex, a daily reminder of the unresolved costs of the collapse of China’s once-largest developer.  Construction on the Central Plaza project that promised buyers about 1,800 new homes stalled in 2021 after China Evergrande Group defaulted.  “We seem to have no way of resolving this issue,"" said a 38-year-old Shijiazhuang resident, who bought two still-unfinished units for more than $350,000 in 2017 and who asked not to be named.",3333.HK,2024-02-02,China Evergrande Group,-1,1
75,China at risk from ‘rapid’ housing downturn as stock market hits new five-year low,"China’s economy is highly exposed to shocks after the “rapid” downturn in its housing market, the International Monetary Fund (IMF) has warned.",3333.HK,2024-02-02,China Evergrande Group,1,1
76,China Stocks Swing Wildly in Chaotic End to Worst Week in Years,"(Bloomberg) -- A sense of panic gripped Chinese investors on Friday as shares swung sharply in the final hours of trading before closing at a five-year low.Most Read from BloombergDonald Trump Loses London Case Against Ex-MI6 Spy Over Kremlin DossierA $560 Billion Property Warning Hits Banks From NY to TokyoApple’s China Slump Deepens Even as Total Sales Grow AgainQQQ Up in Late Trading as Meta Soars, Apple Falls: Markets WrapMark Zuckerberg’s Wealth Surges by $27 Billion as Meta RalliesTraders",3333.HK,2024-02-02,China Evergrande Group,-1,-1
77,Evergrande Is a Harbinger of Deepening Crises in China,"In the heart of China’s bustling economy, a giant has stumbled. China Evergrande Group, once a behemoth in the real estate sector, finds itself at a crossroads with a liquidation order from a Hong Kong court. This isn’t just a pivotal moment for Evergrande, but a siren call for the Chinese economy at large. The ripples caused by Evergrande’s predicament are far-reaching. For decades, real estate has been the cornerstone of China’s explosive economic growth. Yet, a perfect storm of burgeoning deb",3333.HK,2024-02-01,China Evergrande Group,0,1
78,Evergrande Founder's Unsold Mansion Shows Struggle to Sell Off Assets,"(Bloomberg) -- If the lack of buyers for a prime office tower and a mansion in Hong Kong are any guide, China Evergrande Group’s liquidators are in for a long road ahead. Most Read from BloombergDonald Trump Loses London Case Against Ex-MI6 Spy Over Kremlin DossierA $560 Billion Property Warning Hits Banks From NY to TokyoDeutsche Bank Plans To Cut 3,500 Jobs And Lift PayoutsHouse Passes $78 Billion Business, Child Tax Break BillTrump Risks Losing More Than Half of Swing-State Voters If Found Gu",3333.HK,2024-02-01,China Evergrande Group,0,-1
79,Is this the end of Evergrande? Here’s what may happen next,"The liquidation of Evergrande Group has raised more questions than answers about how the collapse of the posterchild of China’s real estate crisis will affect investors, thousands of workers, and homebuyers waiting for their apartments",3333.HK,2024-01-31,China Evergrande Group,0,1
80,WRAPUP 2-China unveils new property support measures amid concerns about Evergrande fallout,"A state-backed property project in China has received the first development loan under a so-called whitelist mechanism and two more major cities have eased home-buying curbs, state media reported, as concerns mount about the liquidation of Evergrande.  The latest measures add to a string of policies deployed by the world's second-largest economy over the past year to help revive the property sector, which accounts for a quarter of China's GDP and has been hit by an unprecedented debt crisis after a regulatory crackdown on the sector's high leverage.  Despite those measures, the property market ended last year with the worst declines in new home prices in nearly nine years, casting a shadow over hopes of broader economic recovery and renewing investor demands for stronger policy initiatives.",3333.HK,2024-01-31,China Evergrande Group,1,1
81,Evergrande's bond holders could wait years for little payout - ratings agency,"China Evergrande's offshore dollar bondholders stand to receive a potentially tiny payout in a complicated process that could take years to play out after the property giant was placed in liquidation, according to S&amp;P Global Ratings.  A new report published on Wednesday by the ratings agency said in-court cash recovery rates were around 2.8%, on average, in offshore default cases of Chinese developers.  The agency said the recovery rate for onshore defaults for the same issuer type is 8.3%.",3333.HK,2024-01-31,China Evergrande Group,-1,-1
82,China unveils new property support measures amid concerns about Evergrande fallout,"HONG KONG/BEIJING (Reuters) -A state-backed property project in China has received the first development loan under a so-called whitelist mechanism and two more major cities have eased home-buying curbs, state media reported, as concerns mount about the liquidation of Evergrande.  The latest measures add to a string of policies deployed by the world's second-largest economy over the past year to help revive the property sector, which accounts for a quarter of China's GDP and has been hit by an unprecedented debt crisis after a regulatory crackdown on the sector's high leverage.  Despite those measures, the property market ended last year with the worst declines in new home prices in nearly nine years, casting a shadow over hopes of broader economic recovery and renewing investor demands for stronger policy initiatives.",3333.HK,2024-01-31,China Evergrande Group,1,1
83,"Asia Hedge Funds Win With Long Oil Wagers, Short China Consumer","(Bloomberg) -- In a year when the average China-focused hedge fund lost money and peers with a broader Asia focus only notched up small gains, there were some standout performers.Most Read from BloombergKing Charles Treated for Cancer in New Royal Health ScareWhy NYC Apartment Buildings Are on Sale Now for 50% OffXi to Discuss China Stocks With Regulators as Rescue Bets BuildChina Tightens Some Trading Restrictions for Domestic and Offshore InvestorsEastern Europe’s Richest Woman Pivots $43 Bill",601857.SS,2024-02-05,PetroChina Company Limited,1,-1
84,PetroChina Company Limited Intends to Deregister and Terminate Its Reporting Obligations Under the U.S. Securities Exchange Act of 1934,"BEIJING, CHINA / ACCESSWIRE / February 5, 2024 / PetroChina Company Limited (""PetroChina"" or the ""Company"") (HKEX:00857)(SSE:601857) announced today that the Company intends to deregister with the United States Securities and Exchange Commission (the ...",601857.SS,2024-02-05,PetroChina Company Limited,-1,-1
85,ExxonMobil (XOM) Hands Over West Qurna 1 Oilfield to PetroChina,"ExxonMobil (XOM) formally exits West Qurna 1 oilfield, handing over operations to PetroChina to shape the future of Iraq's oil industry.",601857.SS,2024-01-03,PetroChina Company Limited,0,0
86,20 Most Valuable Chinese Companies,"In this article, we will take a detailed look at the 20 Most Valuable Chinese Companies with insights into the market value. For a quick overview please read our article 5 Most Valuable Chinese Companies. China has emerged as a global economic powerhouse in recent decades, boasting the world’s second-largest economy and a rapidly growing middle class. China’s […]",601857.SS,2023-12-21,PetroChina Company Limited,0,1
87,MOVES-China's newest refiner Yulong hires ex-PetroChina trading exec as Singapore GM,"China's newest refiner and petrochemical producer Yulong Petrochemical Corp has hired a former trading executive of state major PetroChina as general manager for its newly-established Singapore trading unit, according to five persons familiar with the matter.  Xia Hongwei, a veteran with PetroChina's trading vehicle PetroChina International (PCI) who served as the managing director of PCI's Singapore operation for nearly 20 years till late 2019, was hired by Yulong to lead the refiner's oil and petrochemicals trading business in Singapore.",601857.SS,2023-12-14,PetroChina Company Limited,0,1
88,Greenpeace accuses China oil and gas firms of 'greenwashing' LNG purchases,"Big oil and gas companies in China and elsewhere are using low-quality carbon offsets to ""greenwash"" their imports of natural gas while failing to make strong emissions cutting commitments, environment group Greenpeace said on Monday.  Firms like PetroChina and CNOOC Gas and Power have signed long-term contracts with Shell to buy ""carbon neutral"" liquefied natural gas (LNG), which uses ""forest offsets"" to balance out carbon emissions.",601857.SS,2023-11-27,PetroChina Company Limited,-1,1
89,PetroChina Posted Another Record Result for First Nine Months in 2023,"PetroChina Company Limited [""PetroChina"" or the ""Company"", (HKSE: 00857; SSE: 601857)] announced that in the first three quarters of 2023, the Company seized favorable opportunities arising from the revival of domestic macro-economy and oil and gas demand to coordinate production and operations and promote work safety, environmental protection, reform and innovation. While stepping up efforts to continuously strengthen domestic oil and gas exploration and development and boost reserves and outpu",601857.SS,2023-10-30,PetroChina Company Limited,1,1
90,Dividend Analysis of PetroChina Co Ltd (PCCYF): A Deep Dive Into Performance and Sustainability,"PetroChina Co Ltd (PCCYF) recently announced a dividend of $0.23 per share, payable on 2023-10-30, with the ex-dividend date set for 2023-09-12.  As investors anticipate this upcoming payment, it's crucial to examine the company's dividend history, yield, and growth rates.  Using data from GuruFocus, we delve into PetroChina Co Ltd's dividend performance and assess its sustainability.",601857.SS,2023-09-12,PetroChina Company Limited,0,0
91,"Paris agreement: Chinese state oil companies Sinopec, PetroChina and CNOOC rank near bottom on climate pledges, Carbon Tracker says","Chinese state oil companies China Petroleum & Chemical Corporation (Sinopec), PetroChina and CNOOC rank near the bottom on a gauge of climate pledges made by the world's largest oil and gas companies, just above Saudi Aramco, according to a report by Carbon Tracker. The London-based independent think tank's Absolute Impact 2023 report, released on Thursday, assessed and ranked the emissions-reduction commitments of 25 of the world's largest listed oil and gas companies. The report warned that th",601857.SS,2023-09-10,PetroChina Company Limited,-1,-1
92,PetroChina buys EV charging firm Potevio New Energy,"Set up in 2010, Potevio New Energy was among China's first state-owned companies engaged in EV charging network building and operations.  It ran 50,000 charging points in more than 50 Chinese cities as of end-2021, according to its official WeChat account.",601857.SS,2023-09-08,PetroChina Company Limited,-1,1
93,PetroChina Achieved Another Record Interim Results on Superior Integrated Value Chain,"PetroChina Company Limited [""PetroChina"" or the ""Company""], (HKSE:00857)(SSE:601857) announced that the Company proactively grasped market opportunities in the first half of 2023. It took coordinated steps for advancing business development, reform and innovation, operational quality and profitability, as well as QHSE work.",601857.SS,2023-08-30,PetroChina Company Limited,1,1
94,LyondellBasell (LYB) PE Technology Chosen by PetroChina,LyondellBasell (LYB) announces that PetroChina is set to license its polyethylene technology.,601857.SS,2023-07-13,PetroChina Company Limited,0,0
95,PetroChina Kicked Off Q1 2023 With High-Quality Development,"PetroChina Company Limited [""PetroChina"" or the ""Company"", (HKSE:00857)(SSE:601857)] announced that the Company took advantage of the favourable environment brought by a gradual recovery of global economy and China's economic rebound in the first quarter of 2023 to enhance its production and operation; improve its quality and efficiency; and proceed with its reform, innovation and green transformation.",601857.SS,2023-05-04,PetroChina Company Limited,0,1
96,11 Most Profitable Chinese Stocks,"In this article, we will discuss the 11 most profitable Chinese stocks. If you want to see more stocks in this selection, go to the 5 Most Profitable Chinese Stocks. According to the World Bank, China has the second-biggest economy in the world as of 2021, with a GDP of $17.73 trillion. The size of […]",601857.SS,2023-02-24,PetroChina Company Limited,0,0
97,"CCB, BOC and China Everbright among Chinese lenders that have injected billions into 'whitelist' housing projects","Leading Chinese banks have injected billions of yuan into housing projects with the aim of financing the completion of pre-sold but yet-to-be-completed homes across the country, according to figures released by the lenders. The initiative, which falls under the so-called whitelist mechanism, is part of Beijing's efforts to revive a weakening property sector that accounts for a quarter of China's gross domestic product. China Construction Bank (CCB), one of the largest state-owned commercial bank",BACHY,2024-02-13,Bank of China Limited,0,0
98,Chinese yuan gives US dollar a run for its money as African trade embraces other currencies,"When you land at the Kenneth Kaunda International Airport in Lusaka, one of the billboards welcoming you to the Zambian capital advertises the services of the Bank of China (BOC). There are not many countries in Africa where the Chinese government-owned financial institution offers fully fledged banking services in renminbi (RMB), the official Chinese currency. Apart from Zambia, BOC has a branch in Johannesburg, South Africa, and it also has a representative office in Kenya's capital, Nairobi.",BACHY,2024-01-21,Bank of China Limited,0,1
99,China Records First Cross-Border Settlement for Precious Metals Using e-CNY CBDC,"China recorded its first-ever cross-border settlement for precious metals using the digital yuan central bank digital currency (CBDC), also known as the e-CNY.",BACHY,2023-12-21,Bank of China Limited,1,1
100,China digital currency: Beijing forum promotes SIM-based 'e-CNY hard wallet' as an alternative for mobile payments,"Chinese mobile carriers China Telecom and China Unicom, and the Bank of China, are promoting a hardware version of the country's digital currency - a SIM-based e-CNY payment service - as an alternative to existing mobile payment apps. With China's central bank digital currency research arm struggling to persuade consumers to use the official e-CNY app or digital currency wallet embedded in mobile apps, the SIM card-based payment was promoted at a conference in Beijing on Thursday as a good alter",BACHY,2023-10-13,Bank of China Limited,-1,1
101,"Saudi central bank seeks regular dialogues, closer ties with monetary authorities of mainland China and Hong Kong to spur kingdom's transformation","Saudi Arabia's central bank is seeking stronger ties with the monetary authorities of mainland China and Hong Kong, as the kingdom prepares to transition from an oil-dependent economy to one focused more on infrastructure development and attracting foreign capital. The Saudi central bank is looking to strengthen its connections with the People's Bank of China (PBOC) via bilateral dialogues, collaborations in multilateral forums, as well as partnerships in international organizations, said Ayman",BACHY,2023-10-10,Bank of China Limited,0,-1
102,Rate cuts: China's state banks face margin squeeze as they comply with the call to slash mortgages to aid an ailing property market,"China's biggest state-owned banks, mired in bad property loans, now face further downward pressure on profit as they prepare to respond to Beijing's call to cut mortgage rates and revive the country's faltering property market. Industrial and Commercial Bank of China (ICBC) and Agricultural Bank of China (ABC) cut their deposit rates by between five and 25 basis points, according to their websites. China Construction Bank (CCB), the world's third-largest bank by assets, said on Thursday that it",BACHY,2023-09-01,Bank of China Limited,0,-1
103,"Bank of China, ICBC see profit growth drop sharply as slowing economy, property crisis take a toll","Two of China's biggest banks, Industrial and Commercial Bank of China (ICBC) and Bank of China (BOC), posted sharply lower profit growth in their interim financial results as they struggled with a slowing economy and persistent crises in the property sector. ICBC, the world's largest bank with total assets of 43.67 trillion yuan (US$5.99 trillion), reported a 1.2 per cent year-on-year gain in net profit to 173.74 billion yuan in the six months ending June 30. The lender missed expectations of a",BACHY,2023-08-30,Bank of China Limited,-1,-1
104,"Bank of China starts nationwide move to reduce salary gap among employees, manager levels -sources","Bank of China Ltd, China's fourth-largest lender by assets, has launched a countrywide exercise to reduce the salary gaps among its employees and mid- and high-level managers in response to Beijing's ""common prosperity"" drive, three sources with knowledge of the matter said.  President Xi Jinping launched the common prosperity drive in 2021 as an effort to reduce income inequality, which could threaten long-term economic growth and even the legitimacy of Communist Party rule.  The move follows pay cuts being made at investment banks such as China International Capital Corp (CICC).",BACHY,2023-08-14,Bank of China Limited,0,-1
105,"UPDATE 1-Zambia says Industrial & Commercial Bank of China, Bank of China debt 'treated as commercial'","Zambia's debts to the Industrial & Commercial Bank of China and Bank of China will be treated as commercial in debt talks, a senior finance ministry official said Thursday, after a deal was struck with bilateral creditors including China last week.  Zambia, which has been in default for nearly three years, reached an agreement last week to restructure $6.3 billion of bilateral debts and its international bondholders expect to strike a restructuring deal in the coming weeks.",BACHY,2023-06-29,Bank of China Limited,0,1
106,Hong Kong Put Pressure on 3 Major Banks to Take On Crypto Exchanges as Clients: Report,"The Hong Kong Monetary Authority (HKMA) is putting pressure on HSBC, Standard Chartered and Bank of China to take on crypto exchanges as clients.",BACHY,2023-06-15,Bank of China Limited,1,0
107,Bank of China unit issues digital securities on Ethereum blockchain in Hong Kong amid city's virtual asset push,"Bank of China, through its global investment arm, has become the first mainland financial institution to issue a tokenised security in Hong Kong amid the city's effort to become a virtual asset trading hub. Hong Kong-based Bank of China International Holdings (BOCI) has issued 200 million yuan (US$28 million) worth of fully digital structured notes in the form of tokens on the Ethereum blockchain, according to a statement on Monday from the investment bank UBS, which created the product and plac",BACHY,2023-06-13,Bank of China Limited,0,1
108,Bank of China’s BOCI Issues Tokenized Securities on Ethereum in Hong Kong,"It’s the first-such transaction by a Chinese financial institution in Hong Kong, according to the company.",BACHY,2023-06-12,Bank of China Limited,0,0
109,BNP Paribas Will Link Digital Yuan to Bank Accounts for Promoting CBDC Use: Report,BNP Paribas' corporate clients will be able to connect to China's e-CNY through a connection to the Bank of China's system.,BACHY,2023-05-05,Bank of China Limited,0,1
110,China's SAIC set to add 14 vehicle vessels to boost exports,"SHANGHAI/BEIJING (Reuters) -SAIC Motor Corp plans to add 14 vehicle vessels in the next three years to its fleet of carriers as the state-owned Chinese automaker aims to boost sales in overseas markets, it said on Wednesday.  SAIC-owned Anji Logistics operates 31 carriers that have been shipping vehicles produced by Chinese automakers including Dongfeng, Yutong Bus and Great Wall Motor as well as SAIC's own brands to South East Asia, Mexico, South America and Europe, the company said.  SAIC, which sold 1.2 million vehicles out of China in 2023,  aims to increase its sales in overseas markets to 1.35 million units in 2024, China's The Paper reported.",600104.SS,2024-01-17,SAIC Motor Corporation Limited,0,1
111,Western Anxiety About Chinese EVs Could Prove Self-Defeating,The U.S. and Europe risk slowing electric-vehicle adoption by excluding Chinese suppliers from subsidies and raising tariffs.,600104.SS,2024-01-01,SAIC Motor Corporation Limited,0,0
112,Electric Car Companies From China Are Flocking to Hong Kong,"(Bloomberg) -- Companies involved in China’s electric car industry are setting up shop in Hong Kong to leverage the city’s financial system for their global expansion, investing over $1 billion so far and creating hundreds of jobs.Most Read from BloombergIslamic State Claims Responsibility for Deadly Iran BlastsBusiness Insider Says Ackman’s Wife Plagiarized Doctoral ThesisHuawei Teardown Shows 5nm Chip Made in Taiwan, Not ChinaJust a Billion Doesn’t Cut It on This Exclusive Florida IslandTroubl",600104.SS,2023-12-28,SAIC Motor Corporation Limited,0,-1
113,UPDATE 1-China's IM Motors seeks OK on L3 highly autonomous vehicles,"IM Motors, the electric car brand of state-owned Chinese automaker SAIC Motor, on Monday said it is applying to China's industry ministry for product entry of Level 3 autonomous driving cars.  IM Motors, which is also backed by Alibaba Group investments, said its EVs could be among the first models approved as legitimate highly autonomous driving vehicles by the Ministry of Industry and Information Technology (MIIT).  Chinese regulators have issued new policies to accelerate mass adoption of autonomous driving technologies after allowing companies to carry out city road tests in the past five years.",600104.SS,2023-12-18,SAIC Motor Corporation Limited,1,1
114,China's IM Motors seeks OK on L3 highly autonomous vehicles,"SHANGHAI (Reuters) -IM Motors, the electric car brand of state-owned Chinese automaker SAIC Motor, on Monday said it is applying to China's industry ministry for product entry of Level 3 autonomous driving cars.  IM Motors, which is also backed by Alibaba Group  investments, said its EVs could be among the first models approved as legitimate highly autonomous driving vehicles by the Ministry of Industry and Information Technology (MIIT).  Chinese regulators have issued new policies to accelerate mass adoption of autonomous driving technologies after allowing companies to carry out city road tests in the past five years.",600104.SS,2023-12-18,SAIC Motor Corporation Limited,1,1
115,UK's best selling cars revealed,These are the top 10 best selling cars in the UK in November.,600104.SS,2023-12-05,SAIC Motor Corporation Limited,1,1
116,"JSW, China's SAIC form new India venture for green mobility","Indian conglomerate JSW Group and China's SAIC Motor have formed a joint venture in India with a focus on green mobility and to develop the electric vehicle ecosystem, the two companies said in a statement on Thursday.  JSW will take a 35% stake in the new Indian joint venture, the companies said.  SAIC already has a presence in India through its fully owned unit MG Motor India but has struggled to grow its presence in the country after Chinese investments faced increased scrutiny from New Delhi.",600104.SS,2023-11-30,SAIC Motor Corporation Limited,-1,1
117,Tesla’s China Exports in Crosshairs of EU Anti-Subsidy Probe,"(Bloomberg) -- One automaker is looming larger than any other in the investigation of electric vehicles flowing into the European Union from China: Tesla Inc.Most Read from BloombergWhy a US Recession Is Still Likely — and Coming SoonAirbnb Is Fundamentally Broken, Its CEO Says. He Plans to Fix It.Severe Crash Is Coming for US Office Properties, Survey SaysJPMorgan’s Dimon Predicts 3.5-Day Work Week for Next Generation Thanks to AI The Secret Plot Against the Head of the World Health Organizatio",600104.SS,2023-09-26,SAIC Motor Corporation Limited,0,-1
118,"VW stock lower as auto giant cuts sales forecast, refocuses China efforts",Shares of global auto giant Volkswagen are slipping today after the company cut its global delivery forecast as it tries to control higher input costs and a new strategy in the all-important Chinese market.,600104.SS,2023-07-27,SAIC Motor Corporation Limited,0,1
119,Audi in talks to buy Chinese automaker SAIC's EV platform -sources,"Germany's Audi is in talks with SAIC Motor Corp to buy an electric vehicle platform from the Chinese state-owned automaker, two people familiar with the matter said, an unprecedented effort to shore up market share.  The move, coming as sales of Audi's EV products fall sharply behind those of Tesla and domestic competitors such as Nio, spotlights the pressure on all legacy and Western brands in the world's largest auto market, as they battle over EVs.  The premium car brand of Volkswagen AG seeks to take over the EV platform owned by SAIC's EV unit, IM Motors, said the sources, who sought anonymity as the matter is private.",600104.SS,2023-07-12,SAIC Motor Corporation Limited,0,1
120,UPDATE 1-China's SAIC doubles down on European expansion with EV plant plan,"China's SAIC Motor is working on the site selection to build a plant in Europe to produce electric vehicles, the company said on Tuesday, as it presses ahead with it expansion in the region.  The Chinese partner of Volkswagen and General Motors, which did not give further details on the plant plans, said it had sold 530,000 units overseas in the first quarter, an increase of 40% from a year earlier.  Sales of MG cars in Europe more than doubled to 115,000 units in the first half, SAIC added.",600104.SS,2023-07-04,SAIC Motor Corporation Limited,0,1
121,SAIC's MG Motor brand launches new electric vehicle leasing offer in France,"MG Motor, owned by Chinese company SAIC Motor, on Friday announced a new leasing offer whereby drivers in France can get for 99 euros ($107.6) a month its MG4 electric car, matching a scheme the French government would like to see benefiting cars made in Europe.  The offer runs from July 1 through to August 31 and is done in conjunction with MG Motor's French banking partner Credit Agricole Consumer Finance.  MG Motor's offer comes as major car companies from around the word compete in the electric car market, which is forecast to grow rapidly as customers ditch older models given current trends to protect the environment.",600104.SS,2023-06-30,SAIC Motor Corporation Limited,1,1
122,VW's China joint venture transforms Shanghai plant for EV production,"Volkswagen's Chinese joint venture with SAIC Motor has transformed one of its plants in Shanghai for production, research and development of electric vehicles (EV), the German automaker said on Tuesday.  Production of internal combustion engine models at the main plant of SAIC Volkswagen in Anting of Shanghai will be relocated to other plants, Volkswagen said in an emailed statement to Reuters, which came after comments on social media saying Volkswagen was shutting a plant in Shanghai.",600104.SS,2023-06-06,SAIC Motor Corporation Limited,0,1
123,"China's SAIC to dilute stake in MG Motor India, drive EV sales","China's SAIC Motor plans to drop its ownership in MG Motor India to allow domestic entities to take a majority stake, the Indian electric vehicle maker said on Wednesday, as Chinese investments face increased scrutiny by the New Delhi government.  MG also plans to invest more than 50 billion rupees ($611.4 million) to build a second plant in India amid a slew of other proposals, including exploring cell manufacturing, with the aim that at least 65% of its sales comprise of EVs from 2026.  While MG did not detail how or when SAIC would start lowering its stake, local media quoted MG managing director, Rajeev Chaba, saying the first step will be announced this year, with the aim to be majority owned by Indians in 2-4 years.",600104.SS,2023-05-10,SAIC Motor Corporation Limited,0,1
124,UPDATE 1-MG Motor launches plug-in hybrid option in Mexico as EV race heats up,"MG Motor is launching a plug-in hybrid SUV in Mexico, the carmaker said on Thursday, as the market for hybrid and electric vehicles in the Latin American country heats up despite a lack of infrastructure and high costs for locals.  The hybrid eHS model is set to hit Mexico's streets on Friday, alongside two combustion-engine models, the company said.  A formerly British brand now owned by China's SAIC Motor Corp, MG Motor opened shop in Mexico in 2020.",600104.SS,2023-04-21,SAIC Motor Corporation Limited,0,1
125,MG Motor launches plug-in hybrid option in Mexico as EV race heats up,"Carmaker MG Motor is launching a plug-in hybrid SUV in Mexico, the company announced on Thursday, as the market for hybrid and electric vehicles in the Latin American country heats up despite a lack of infrastructure and high costs for locals.  MG Motor's hybrid eHS model is set to hit Mexico's streets on Friday, alongside two combustion-engine models, the company said.  MG Motor, a formerly British brand now owned by China's SAIC Motor, opened shop in Mexico in 2020, and says it is looking to claim 5.5% of the country's market share this year.",600104.SS,2023-04-21,SAIC Motor Corporation Limited,0,1
126,"FOCUS-Lack of electric vans opens door for Chinese, other EV makers","Legacy automakers got off to a late start with their commercial electric vans, opening the door for other electric commercial vehicle (ECV) makers to gain a foothold, as the Maxus brand from China's SAIC Motor Corp has done in Europe.  Fleet customers complain they simply cannot obtain enough electric vans from the likes of Ford Motor Co, Stellantis NV brand Peugeot, Renault or Mercedes , and so they are casting about for alternatives.  The established automakers were slow to embrace electric vehicles, allowing Tesla Inc to race ahead on passenger cars.",600104.SS,2023-04-13,SAIC Motor Corporation Limited,0,-1
127,The US is concerned with blacklisted Chinese firm's hand in island-building near its Manila embassy,"The United States has expressed concerns over major land reclamation projects in Manila Bay near its heavily secured embassy due to the involvement of a Washington-blacklisted Chinese company, the U.S. Embassy said Wednesday.  Embassy spokesperson Kanishka Gangopadhyay said the U.S. also expressed its concerns over the potential environmental impact of the reclamations in Manila Bay in discussions with Philippine government officials.  Environmental groups have staged protests against the yearslong government-approved reclamations, mostly by real estate companies seeking to build islands on which to anchor upscale hotels, casinos, restaurants and entertainment centers in a bay long notorious for pollution.",601800.SS,2023-08-02,China Communications Construction Company,-1,-1
128,"Nikkei Falls 0.8%, Dragged by Real-Estate Stocks","Japanese stocks ended lower, dragged by falls in real-estate stocks, as government bond yields climb across the yield curve.",601088.SS,2024-01-24,China Shenhua Energy Company Limited,0,0
129,"GSK’s Share Price Offers Attractive Risk Reward, Jefferies Says","GSK is expected to guide for at least low single-digit EPS growth for 2024 and settle the Zantac litigation case within the coming months, Jefferies said, raising its rating on the stock to buy from hold and lifting its target price to 1,900 pence from 1,550 pence.",601088.SS,2024-01-03,China Shenhua Energy Company Limited,1,-1
130,"Chinese Shares Fall, Dragged by Beverage and Semiconductor Stocks","Chinese shares closed lower on the first trading day of 2024, with investors continuing to hope for more fiscal and monetary stimulus to end the deflationary cycle, ANZ said.",601088.SS,2024-01-02,China Shenhua Energy Company Limited,0,1
131,China Shenhua Included in the List of 2023 Corporate Governance Best Practice Cases,China Shenhua was recently selected as one of the 2023 Corporate Governance Best Practice Cases by the China Association for Public Companies and included in the China Listed Company Governance Report.,601088.SS,2023-12-11,China Shenhua Energy Company Limited,1,1
